pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
6126,211,73,73081,397960,95760,NA,W,1710,117,2,2,2,10,4,3,1,2,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,2299,2,2,2,NA,NA,1,CHICAGO,60613,2177,0.8865411116214975,0.00137804317868626,0.04271933853927423,0.05144694533762058,0.0358291226458429,14000,Chicago,0,0,1,0,0,0,BELL,LAKE VIEW HS,6.89,105513,FALSE,FALSE,TRUE
6127,205,16,16030,209450,45600,NA,T,7600,98,NA,1,1,5,3,1,3,2,5,2,0,3,2,0,NA,NA,2,2,4,1,2,2,0,1550,2,1,2,NA,NA,NA,MOUNT PROSPECT,60056,6380,0.8775862068965518,0.01442006269592476,0.03918495297805643,0.02288401253918495,0.08746081504702194,51089,Mount Prospect,0,0,1,0,0,0,SCHOOL DISTRICT  57,ARLINGTON HTS TWNSHP H S 214,9.405,102379,FALSE,TRUE,TRUE
6128,204,22,22031,254380,62120,NA,W,8875,67,NA,2,1,6,3,1,1,1,5,1,1,3,1,1,2,2,2,2,1,2,1,2,0,1948,2,1,1,NA,NA,NA,DES PLAINES,60016,4894,0.7206783816918676,0.02595014303228443,0.105026563138537,0.10993052717613404,0.0596648957907642,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,90000,FALSE,TRUE,TRUE
6129,295,14,14040,20000,11370,NA,O,3500,61,NA,3,1,6,3,2,3,1,5,2,0,3,1,1,2,NA,2,2,7,NA,NA,NA,0,1460,2,1,2,NA,NA,NA,RIVERDALE,60827,1674,0.03166069295101553,0.930704898446834,0,0.01314217443249701,0.04898446833930705,64278,Riverdale,0,0,1,0,0,0,SCHOOL DISTRICT #133,THORNTON TOWNSHIP HIGH SCHOOL  205,29.825,30222,FALSE,FALSE,FALSE
6130,295,77,77120,490840,39400,NA,W,1159,21,NA,2,1,6,2,2,3,1,5,1,0,3,2,1,2,2,2,2,3,2,1,1,0,1838,2,1,3,NA,NA,NA,CHICAGO,60642,3358,0.6947587849910661,0.10512209648600356,0.05747468731387731,0.0985705777248362,0.08814770696843359,14000,Chicago,0,0,1,0,0,0,OGDEN,WELLS HS,6.89,132794,FALSE,TRUE,TRUE
6131,205,21,21013,393460,47850,NA,W,6600,95,NA,1,1,6,3,3,3,1,5,1,0,3,1,1,2,2,2,2,3,1,2,2,0,1818,2,1,2,NA,NA,NA,WESTERN SPRINGS,60558,5576,0.9036944045911048,0.01398852223816355,0.00914634146341463,0.05523672883787661,0.03586800573888091,80242,Western Springs,0,0,1,0,0,0,SCHOOL DISTRICT  101,LYONS TOWNSHIP HIGH SCHOOL  204,7.9,162765,FALSE,TRUE,TRUE
6132,211,70,70030,99340,39060,NA,O,3125,112,2,2,2,12,6,1,2,1,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,3619,2,2,2,NA,NA,1,CHICAGO,60637,2097,0.0424415832141154,0.8874582737243681,0,0.03624225083452551,0.06771578445398188,14000,Chicago,0,0,1,0,0,0,FISKE,HYDE PARK HS,6.89,23625,FALSE,TRUE,TRUE
6133,203,72,72361,54690,35910,NA,W,3780,64,NA,2,1,5,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1008,2,1,1,NA,NA,NA,CHICAGO,60638,1654,0.07315598548972188,0.6783555018137848,0,0.23579201934703747,0.02539298669891173,14000,Chicago,0,0,6,1,0,0,HEARST,KENNEDY HS,6.873317191283292,48250,FALSE,TRUE,TRUE
6134,202,70,70280,94670,32500,NA,W,5000,65,NA,2,1,5,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,988,2,1,1,NA,NA,NA,CHICAGO,60633,6479,0.38601636054946753,0.05432937181663837,0,0.5564130267016515,0.00648248186448526,14000,Chicago,0,1,1,0,0,0,CLAY,WASHINGTON HS,6.908,50637,FALSE,TRUE,TRUE
6135,202,22,22080,124670,30800,NA,W,3975,70,NA,2,1,4,2,2,3,1,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,807,2,1,1,3,NA,NA,NILES,60714,5040,0.7507936507936508,0.0246031746031746,0.14662698412698413,0.06805555555555555,0.01964285714285714,53000,Niles,0,0,1,0,0,0,SCHOOL DISTRICT  63,MAINE TOWNSHIP HIGH SCHOOL  207,8.007443298969072,71044,FALSE,TRUE,TRUE
6136,234,30,30041,214780,71330,NA,W,21948,50,NA,3,1,7,4,3,1,1,5,2,1,3,2,1,NA,NA,2,2,3,3,1,2,0,1944,2,1,4,NA,NA,NA,ORLAND PARK,60462,4709,0.8549585899341686,0.03355277128902102,0,0.09386281588447654,0.03397748991293268,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT C C  118,CONSOLIDATED HIGH SCHOOL  230,8.509,83828,FALSE,TRUE,TRUE
6137,206,23,23092,581440,140700,NA,W,6700,81,NA,2,1,8,4,3,1,1,5,1,2,2,3,1,2,2,2,2,3,1,2,2,0,2802,2,1,2,1,NA,NA,WILMETTE,60091,4861,0.8543509565932935,0.00761160255091545,0.08331619008434478,0.02962353425221148,0.05019543303846945,82075,Wilmette,0,0,3,1,0,0,SCH DISTRICT 39,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.823,196371,FALSE,TRUE,TRUE
6138,234,31,31080,153780,32810,NA,W,8750,49,NA,2,1,5,3,3,1,1,5,2,0,3,1,1,2,NA,2,2,3,1,2,2,0,1272,2,1,4,NA,NA,NA,BERKELEY,60163,5327,0.31124460296602213,0.28177210437394407,0.0321006194856392,0.358550779050122,0.02459170264689318,05404,Berkeley,0,0,1,0,0,0,SCHOOL DISTRICT 87,PROVISO TOWNSHIP HIGH SCHOOL 209,14.535,60857,FALSE,TRUE,TRUE
6139,210,16,16100,142670,19960,NA,W,3072,68,NA,2,1,6,3,1,3,1,5,1,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,1364,2,1,2,NA,NA,NA,MOUNT PROSPECT,60056,6380,0.8775862068965518,0.01442006269592476,0.03918495297805643,0.02288401253918495,0.08746081504702194,51089,Mount Prospect,0,0,4,1,1,0,SCHOOL DISTRICT  57,ARLINGTON HTS TWNSHP H S 214,9.405,102379,FALSE,FALSE,TRUE
6140,204,38,38081,255070,100450,NA,T,28700,62,NA,2,1,7,4,2,3,2,5,1,1,3,2,0,2,2,2,2,3,2,1,2,0,2138,2,1,1,NA,NA,NA,PROSPECT HEIGHTS,60070,6430,0.8926905132192846,0.0104199066874028,0.05925349922239502,0.02939346811819595,0.01648522550544323,62016,Prospect Heights,0,1,5,1,0,0,SCHOOL DIST 23 PROSPECT HEIGHTS,ARLINGTON HTS TWNSHP H S 214,9.72,58212,FALSE,TRUE,TRUE
6141,211,21,21111,242730,36700,NA,W,9177,50,6,2,1,18,6,3,3,1,5,2,0,3,6,0,2,NA,2,2,7,NA,NA,NA,0,3675,2,2,3,NA,NA,NA,BRIDGEVIEW,60455,5841,0.7318952234206472,0.03561034069508646,0.01027221366204417,0.2222222222222222,0,08225,Bridgeview,0,0,1,0,0,1,SCHOOL DISTRICT  109,COMMUNITY HIGH SCHOOL  217,14.133,65016,FALSE,FALSE,TRUE
6142,203,22,22050,72600,100620,NA,W,10062,62,NA,3,1,5,3,4,3,1,5,2,0,3,1,1,NA,NA,2,2,1,3,1,2,0,1196,2,1,1,NA,NA,NA,DES PLAINES,60016,7258,0.4475062000551116,0.04381372278864701,0.3568476164232571,0.14149903554698265,0.0206668503720033,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT  63,MAINE TOWNSHIP HIGH SCHOOL  207,9.253,60682,FALSE,TRUE,TRUE
6143,203,37,37033,91360,19950,NA,W,5320,64,NA,2,1,6,3,1,3,1,5,2,0,3,1,0,2,NA,2,2,4,1,2,2,0,1166,2,1,1,NA,NA,NA,DOLTON,60419,4578,0.05417212756662298,0.9159021406727827,0.00873743993010048,0.00677151594582787,0.02883355176933158,20292,Dolton,0,0,3,1,0,0,SCHOOL DISTRICT  149,THORNTON TOWNSHIP HIGH SCHOOL  205,25.009,46837,FALSE,TRUE,TRUE
6144,278,39,39101,215030,32640,NA,W,5440,53,NA,2,1,6,3,3,1,1,5,1,0,3,1,1,NA,NA,2,2,3,2,2,2,0,2190,2,1,2,NA,NA,NA,EVERGREEN PARK,60805,4428,0.3453026196928636,0.3888888888888889,0,0.22831978319783197,0.06752484191508581,24634,Evergreen Park,0,0,1,0,0,0,SCHOOL DISTRICT  124,COMMUNITY HIGH SCHOOL  231,13.318,64102,FALSE,TRUE,TRUE
6145,205,70,70030,96610,38750,NA,W,3100,111,NA,2,2,7,4,1,1,2,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,1452,2,1,2,NA,NA,NA,CHICAGO,60637,624,0,1,0,0,0,14000,Chicago,0,0,1,0,0,0,PARK MANOR,ROBESON HS,6.89,32546,FALSE,TRUE,TRUE
6146,295,71,71270,213490,11530,NA,W,923,15,NA,2,1,5,2,1,1,1,5,1,1,3,2,1,2,2,2,2,1,2,2,2,0,1200,2,1,2,NA,NA,NA,CHICAGO,60639,3720,0.2884408602150538,0.02365591397849462,0.03548387096774193,0.6387096774193548,0.02096774193548387,14000,Chicago,0,0,1,0,0,0,BURBANK,STEINMETZ COLLEGE PREP HS,6.884772382397572,58307,FALSE,TRUE,TRUE
6147,278,29,29084,41860,72360,NA,W,12060,52,NA,3,1,11,6,3,3,1,5,1,1,3,3,1,2,NA,2,2,3,3,1,2,0,3331,2,1,2,NA,NA,NA,PALATINE,60067,7183,0.7940971738827788,0.01127662536544619,0.14478630098844494,0.03703188082973688,0.02561603786718641,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,132222,FALSE,TRUE,TRUE
6148,295,28,28103,207870,30190,NA,W,2745,15,NA,3,1,6,3,1,3,1,5,1,1,3,3,0,2,1,2,2,3,3,1,1,0,1993,2,1,2,NA,NA,NA,TINLEY PARK,60487,9619,0.8735835325917455,0.01060401289115292,0.04678240981390997,0.05832207090134109,0.021415947603701,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT  140,CONSOLIDATED HIGH SCHOOL  230,11.122,97899,FALSE,TRUE,TRUE
6149,211,37,37070,76900,8660,NA,O,3150,56,2,2,1,9,5,1,2,1,5,1,0,3,2,0,2,2,2,2,2,1,2,2,0,1872,2,2,1,NA,NA,NA,HARVEY,60426,1851,0.00378173960021609,0.7531064289573204,0,0.23933009184224743,0.00756347920043219,33383,Harvey,0,1,5,1,0,0,SCHOOL DISTRICT  147,THORNTON TOWNSHIP HIGH SCHOOL  205,27.809,25296,FALSE,TRUE,TRUE
6150,203,32,32130,48020,26250,NA,T,7500,65,NA,2,1,5,3,2,3,1,5,2,0,3,1,0,2,NA,2,2,2,2,1,2,67,1067,2,1,1,NA,NA,NA,MATTESON,60443,2596,0.2014637904468413,0.6471494607087828,0.03274268104776579,0.08513097072419107,0.06702619414483821,47540,Matteson,0,0,1,0,0,0,SCHOOL DISTRICT 162,RICH TOWNSHIP HIGH SCHOOL  227,17.749,54575,FALSE,TRUE,TRUE
6151,205,70,70083,117600,68750,NA,W,5500,96,NA,2,1,6,4,1,3,1,5,1,0,3,2,1,2,2,2,2,3,1,2,2,0,2020,2,1,2,NA,NA,NA,CHICAGO,60649,1920,0.04322916666666666,0.9161458333333332,5.208333333333333e-4,0.01979166666666666,0.040625,14000,Chicago,0,0,6,1,0,0,BOUCHET,CHICAGO VOCATIONAL HS,6.88386464826358,30493,FALSE,TRUE,TRUE
6152,205,72,72422,205140,50160,NA,T,5280,73,NA,2,1,6,3,1,1,1,5,1,0,3,1,0,2,NA,2,2,3,1,2,2,0,1492,2,1,2,NA,NA,NA,CHICAGO,60655,6661,0.8683380873742681,0.01095931541810539,0.02402041735475154,0.09488064855126858,0.00360306260321273,14000,Chicago,0,0,1,0,0,0,MOUNT GREENWOOD,MORGAN PARK HS,6.908,100361,FALSE,TRUE,TRUE
6153,211,77,77011,170530,38110,NA,W,3909,95,3,2,2,9,6,1,3,1,5,2,0,3,3,0,2,2,2,2,1,1,2,2,0,4144,2,2,2,NA,NA,NA,CHICAGO,60651,2427,0.0057684384013185,0.8174701277297075,0.0053564070869386,0.17140502678203542,0,14000,Chicago,0,0,6,1,0,0,HAY,ORR HS,6.89,32500,FALSE,TRUE,TRUE
6154,202,20,20030,136160,32240,NA,W,4960,66,NA,2,1,5,3,1,3,1,5,1,0,2,1,0,2,NA,2,2,4,1,2,2,0,955,2,1,1,3,NA,NA,FRANKLIN PARK,60131,4596,0.5093559617058312,0.00630983463881636,0.0783289817232376,0.384029590948651,0.04395126196692776,27702,Franklin Park,0,0,1,0,0,0,SCHOOL DISTRICT  84,COMMUNITY HIGH SCHOOL  212,11.882,65269,FALSE,TRUE,TRUE
6155,202,72,72282,53790,20430,NA,W,2725,56,NA,2,1,4,2,2,3,1,5,1,0,3,1,0,NA,NA,2,2,3,1,2,2,0,969,2,1,1,NA,NA,NA,CHICAGO,60620,2559,0,0.970691676436108,0,0.02305588120359515,0.01016021883548261,14000,Chicago,0,0,1,0,1,0,RYDER,HARLAN HS,6.908,47022,FALSE,TRUE,TRUE
6156,278,73,73042,736140,183600,NA,W,3825,21,NA,2,2,7,4,1,1,1,5,1,1,3,2,1,2,2,2,2,3,1,2,2,0,2592,2,1,2,NA,NA,NA,CHICAGO,60640,2512,0.7806528662420382,0.00875796178343949,0.03264331210191083,0.16719745222929935,0.0214968152866242,14000,Chicago,0,0,1,0,0,0,MCPHERSON,AMUNDSEN HS,6.89,72500,FALSE,TRUE,TRUE
6157,234,35,35020,169090,63750,NA,W,15000,60,NA,3,1,7,3,3,1,1,5,1,1,2,1,1,2,2,2,2,3,1,2,2,0,1378,2,1,4,3,NA,NA,HOFFMAN ESTATES,60169,6254,0.4926447073872721,0.05084745762711865,0.21266389510713143,0.22657499200511672,0.0345378957467221,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.04,62179,FALSE,TRUE,TRUE
6158,211,72,72130,45240,23430,NA,W,3125,127,2,2,2,11,5,1,3,1,5,2,1,3,2,0,2,2,2,2,3,1,2,2,0,1932,2,2,2,NA,NA,1,CHICAGO,60621,1308,0.02522935779816514,0.9655963302752294,0.0091743119266055,0,0,14000,Chicago,0,0,6,1,0,0,NICHOLSON TECH ACAD,ROBESON HS,6.89,28304,FALSE,TRUE,TRUE
6159,295,76,76060,267750,21140,NA,W,1057,13,NA,2,1,6,3,3,3,1,5,1,0,3,2,1,2,2,2,2,3,2,1,2,0,1850,2,1,3,NA,NA,NA,CHICAGO,60609,1842,0.17046688382193267,0.01574375678610206,0.3322475570032573,0.4815418023887079,0,14000,Chicago,0,0,3,1,0,1,EVERETT,KELLY HS,6.89,53295,FALSE,TRUE,TRUE
6160,211,77,77013,107000,28450,NA,O,3348,107,2,2,1,6,4,1,1,1,5,2,0,3,3,0,2,2,2,2,7,NA,NA,NA,0,2160,2,2,2,NA,NA,NA,CHICAGO,60644,4653,0.01246507629486353,0.9525037610143992,0.01160541586073501,0.02342574683000214,0,14000,Chicago,0,0,1,0,0,0,LELAND,MANLEY HS,6.89,26230,FALSE,FALSE,TRUE
6161,278,28,28100,316770,43940,NA,W,3995,19,NA,3,1,8,3,1,1,1,5,1,1,3,2,1,2,2,2,2,3,2,1,2,0,2543,2,1,2,NA,NA,NA,ORLAND PARK,60467,8884,0.8615488518685277,0.01260693381359747,0.04558757316524088,0.05571814497973886,0.04907699234579019,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,105942,FALSE,TRUE,TRUE
6162,202,72,72200,102440,34400,NA,W,4300,68,NA,2,1,5,2,1,1,1,5,1,0,3,1,0,NA,NA,2,2,1,1,2,2,0,917,2,1,1,NA,NA,NA,CHICAGO,60652,6643,0.0490742134577751,0.6105675146771037,0.01249435496010838,0.2992623814541623,0.0555471925334939,14000,Chicago,0,0,1,0,0,0,CARROLL,BOGAN HS,6.949,68241,FALSE,TRUE,TRUE
6163,234,38,38070,232460,61870,NA,W,9900,63,NA,3,1,6,3,3,1,1,5,1,1,3,1,1,2,2,2,2,3,2,1,2,0,1250,2,1,4,NA,NA,NA,ARLINGTON HEIGHTS,60004,4746,0.8314369995785925,0.02064896755162242,0.07796038769490098,0.05689001264222503,0.02612726506531816,02154,Arlington Heights,0,0,6,1,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.004,102520,FALSE,TRUE,TRUE
6164,203,71,71140,199730,55240,NA,W,3810,71,NA,2,1,4,2,1,3,1,5,2,0,2,1,0,2,NA,2,2,1,1,2,2,0,1356,2,1,5,1,NA,1,CHICAGO,60634,7328,0.599754366812227,0.07273471615720524,0.05499454148471616,0.26282751091703055,0.01937772925764192,14000,Chicago,0,0,1,0,0,0,BRIDGE,STEINMETZ COLLEGE PREP HS,6.894,75339,FALSE,TRUE,TRUE
6165,207,35,35109,188450,60930,NA,W,3869,38,NA,1,1,6,3,1,3,1,5,2,0,3,1,1,2,NA,2,2,3,1,1,2,0,1627,2,1,2,NA,NA,NA,HOFFMAN ESTATES,60169,6451,0.34862811967136875,0.1040148814137343,0.26771043249108667,0.2449232677104325,0.06944659742675555,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.04,62756,FALSE,TRUE,TRUE
6166,203,71,71371,232720,46870,NA,T,3750,64,NA,2,1,7,3,1,1,1,5,1,0,1,1,1,2,2,2,2,3,1,2,2,0,1799,2,1,5,1,NA,NA,CHICAGO,60634,2468,0.7678282009724473,0.00607779578606158,0.03727714748784441,0.16572123176661263,0.04619124797406807,14000,Chicago,0,0,4,1,0,0,CANTY,STEINMETZ COLLEGE PREP HS,6.894,72574,FALSE,TRUE,TRUE
6167,295,13,13170,87390,4120,NA,W,1032,1,NA,3,1,5,2,2,3,1,5,1,0,3,2,1,2,2,2,2,3,3,1,2,0,1816,2,1,3,NA,NA,NA,TINLEY PARK,60477,5099,0.8115316728770348,0.0539321435575603,0.01941557168072171,0.11512061188468328,0,75484,Tinley Park,0,1,1,0,0,0,SCHOOL DISTRICT C C  146,COMMUNITY HIGH SCHOOL  228,14.44,63191,FALSE,TRUE,TRUE
6168,203,22,22085,178700,74790,NA,W,8310,72,NA,1,1,6,4,3,3,1,5,2,1,2,2,0,2,2,2,2,2,1,1,2,0,1413,2,1,1,3,NA,NA,GLENVIEW,60025,4378,0.7800365463682046,0.00753768844221105,0.11717679305619004,0.07035175879396985,0.04636820465966194,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.164,83894,FALSE,TRUE,TRUE
6169,278,28,28040,217310,43000,NA,T,10118,42,NA,3,1,7,4,1,3,1,5,2,1,3,3,0,NA,NA,2,2,3,2,1,2,0,2701,2,1,2,NA,NA,NA,ORLAND HILLS,60487,8000,0.7105,0.098375,0.071125,0.11025,0.018,56627,Orland Hills,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.362,85932,FALSE,TRUE,TRUE
6170,278,29,29070,347350,60970,NA,W,12194,32,NA,1,1,7,3,1,3,1,5,1,1,3,3,1,2,NA,2,2,4,3,1,2,322,3413,2,1,2,NA,NA,NA,PALATINE,60067,4175,0.7693413173652695,0.02011976047904191,0.10347305389221556,0.0792814371257485,0.0555688622754491,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,69417,FALSE,TRUE,TRUE
6171,205,70,70220,82350,30000,NA,O,3750,81,NA,2,1,6,3,1,3,1,5,2,1,3,1,1,NA,NA,2,2,3,1,2,2,0,1296,2,1,2,NA,NA,NA,CHICAGO,60628,4116,0.01773566569484936,0.968172983479106,0.00340136054421768,0.00267249757045675,0.01263362487852283,14000,Chicago,0,0,1,0,0,0,SMITH,CORLISS HS,6.908,40612,FALSE,TRUE,TRUE
6172,211,11,11060,248000,53810,NA,W,6150,102,3,1,1,14,6,1,3,2,5,1,0,1,3,0,2,2,2,2,3,1,2,2,0,3697,2,2,2,3,NA,1,BERWYN,60402,3593,0.34734205399387696,0.01502922349011967,0.0520456443083774,0.5763985527414417,0.01836905093236849,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT  100,BERWYN CICERO STICKNEY HIGH SCHOOL 201,15.456,69167,FALSE,TRUE,TRUE
6173,205,71,71430,283610,46500,NA,W,3720,79,NA,3,1,6,4,1,3,1,5,1,0,3,2,0,2,2,2,2,1,1,2,2,0,1632,2,1,2,NA,NA,NA,CHICAGO,60656,4789,0.7053664648152015,0.01106702860722489,0.06890791396951347,0.20526205888494467,0.01879306744623094,14000,Chicago,1,0,1,0,0,0,GARVY,TAFT HS,6.884772382397572,75601,FALSE,TRUE,TRUE
6174,203,18,18020,137170,31500,NA,T,9000,50,NA,3,1,6,4,4,3,1,5,2,0,3,2,1,NA,NA,2,2,1,3,1,2,0,1464,2,1,1,NA,NA,NA,STREAMWOOD,60107,3206,0.3855271366188397,0.07236431690580163,0.06768558951965066,0.45321272613849034,0.04242046163443543,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,87742,FALSE,TRUE,TRUE
6175,205,71,71461,488680,75930,NA,W,5625,76,NA,2,1,7,4,3,1,1,2,1,0,3,2,1,2,2,2,2,3,3,2,2,0,2052,2,1,2,NA,NA,NA,CHICAGO,60646,4102,0.870794734275963,0.00170648464163822,0.02389078498293515,0.08654314968308142,0.0341296928327645,14000,Chicago,0,0,1,0,0,0,WILDWOOD,TAFT HS,6.884772382397572,133622,FALSE,TRUE,TRUE
6176,202,72,72120,41410,24180,NA,W,3720,107,NA,2,1,6,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,736,2,1,1,NA,NA,1,CHICAGO,60636,1656,0,0.8007246376811594,0,0.196256038647343,0.00603864734299516,14000,Chicago,0,0,6,0,0,0,HENDERSON,HOPE HS,6.873317191283292,24667,FALSE,TRUE,TRUE
6177,203,16,16100,214130,56620,NA,W,8712,63,NA,2,1,6,3,1,3,1,5,1,1,3,1,1,NA,NA,2,2,1,2,1,2,0,1284,2,1,1,NA,NA,NA,MOUNT PROSPECT,60056,6380,0.8775862068965518,0.01442006269592476,0.03918495297805643,0.02288401253918495,0.08746081504702194,51089,Mount Prospect,0,0,1,0,0,0,SCHOOL DISTRICT  57,ARLINGTON HTS TWNSHP H S 214,9.405,102379,FALSE,TRUE,TRUE
6178,203,27,27020,327900,83250,NA,W,7400,80,NA,3,1,5,2,1,3,1,5,1,1,2,1,1,2,2,2,2,2,1,2,2,0,1413,2,1,5,1,NA,1,OAK PARK,60302,2855,0.6273204903677758,0.15621716287215412,0.03677758318739054,0.12189141856392294,0.11103327495621716,54885,Oak Park,0,0,1,0,0,0,SCHOOL DISTRICT  97,CONSOLIDATED HIGH SCHOOL  200,13.157,139189,FALSE,TRUE,TRUE
6179,211,72,72092,64480,35700,NA,W,5493,137,2,1,1,11,5,1,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,2295,2,2,2,NA,NA,NA,CHICAGO,60621,1975,0.01822784810126582,0.8683544303797468,0,0.11341772151898734,0,14000,Chicago,0,0,1,0,0,0,NICHOLSON TECH ACAD,ROBESON HS,6.89,24500,FALSE,FALSE,TRUE
6180,203,13,13050,109170,15120,NA,T,5040,48,NA,2,1,5,3,1,3,1,5,2,0,3,1,1,NA,NA,2,2,3,1,2,2,0,1116,2,1,1,NA,NA,NA,POSEN,60469,7440,0.2221774193548387,0.1495967741935484,0.0200268817204301,0.5876344086021505,0.04112903225806452,61314,Posen,0,0,1,0,0,0,SCHOOL DISTRICT  143 1/2,COMMUNITY HIGH SCHOOL  228,13.223,46156,FALSE,TRUE,TRUE
6181,202,37,37101,40290,18450,NA,W,4920,70,NA,3,1,5,3,1,3,1,5,2,0,2,1,0,NA,NA,2,2,3,1,2,2,0,741,2,1,5,3,NA,NA,CALUMET CITY,60409,5676,0.13178294573643412,0.6321353065539113,0,0.2225158562367865,0.02713178294573643,10487,Calumet City,0,0,2,1,0,0,SCHOOL DISTRICT 157,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,25.497,39375,FALSE,TRUE,TRUE
6182,211,15,15071,149280,28900,NA,W,3125,114,3,1,1,12,6,3,2,2,5,2,0,2,3,0,2,2,2,2,3,1,2,2,0,2234,2,2,2,3,NA,NA,CICERO,60804,6655,0.06641622839969948,0.03080390683696468,9.015777610818932e-4,0.8949661908339595,0.01021788129226145,14351,Cicero,0,0,1,0,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.981,41533,FALSE,TRUE,TRUE
6183,234,30,30010,200020,44270,NA,W,7700,51,NA,3,1,9,4,3,1,1,5,1,1,3,1,1,2,2,2,2,3,2,1,2,0,1440,2,1,4,NA,NA,NA,HICKORY HILLS,60457,4123,0.8452583070579675,0.00945913170021828,0.01528013582342954,0.12442396313364056,0.00557846228474411,34514,Hickory Hills,0,0,6,1,0,0,SCHOOL DISTRICT  117,CONSOLIDATED HIGH SCHOOL  230,12.137,99306,FALSE,TRUE,TRUE
6184,234,21,21042,194850,41870,NA,W,6700,61,NA,2,1,6,3,3,1,1,5,1,0,1,1,1,2,2,2,2,3,1,2,2,0,1144,2,1,4,3,NA,NA,BROOKFIELD,60513,5372,0.5057706626954579,0.12434847356664185,0.02177959791511541,0.3294862248696947,0.02382725241995532,08576,Brookfield,0,0,1,0,0,0,SCHOOL DISTRICT  102,LYONS TOWNSHIP HIGH SCHOOL  204,11.097,78571,FALSE,TRUE,TRUE
6185,278,36,36050,220110,66180,NA,W,8023,7,NA,3,1,8,4,1,3,1,5,1,1,3,2,1,2,1,2,2,3,3,1,1,0,2658,2,1,2,NA,NA,NA,BURBANK,60459,4270,0.6618266978922717,0.01967213114754098,0.01053864168618267,0.2756440281030445,0.06299765807962529,09642,Burbank,0,0,1,0,0,0,SCHOOL DISTRICT  111,COMMUNITY HIGH SCHOOL  220,12.287,63388,FALSE,TRUE,TRUE
6186,206,72,72423,275650,47500,NA,W,5000,91,NA,3,1,8,4,1,3,2,5,1,0,2,2,0,2,2,2,2,3,2,2,2,0,2404,2,1,2,3,NA,1,CHICAGO,60655,2101,0.8895763921941933,0.01951451689671585,0.01380295097572584,0.07472632079961923,0.00475963826749167,14000,Chicago,0,0,1,0,0,0,SUTHERLAND,MORGAN PARK HS,6.908,119500,FALSE,TRUE,TRUE
